class,fd,ref_count,tgt_count,count_ratio,margin_drop,conf_drop,entropy_rise,fd_zscore,collapse_score,status
151,6.900894835735747,1933,2307,1.6284015793744877,-0.2595970630645752,-0.014062464237213135,-0.04749488830566406,-0.5942581346166519,0.0,ok
37,6.8886120081097,1332,375,0.38412521586901655,-2.605210304260254,-0.0205802321434021,-0.05413226783275604,-0.5957973347786384,0.24634991365239342,ok
93,6.881280149849799,31720,32074,1.3796398197123783,0.9447097778320312,0.025694549083709717,0.07519125938415527,-0.5967161132362445,0.007239538727084643,ok
60,6.757780759079311,49407,40326,1.1136338824991565,0.25643014907836914,0.00422513484954834,-0.00834512710571289,-0.6121922143480161,0.0,ok
74,6.612221791148796,7211,2564,0.48514135820135046,0.787139892578125,0.09187161922454834,0.22881245613098145,-0.6304326711742702,0.28244772798498063,ok
12,6.548781744370286,2788,3351,1.63993801342732,-0.6151628494262695,-0.004593491554260254,-0.02926766872406006,-0.6383825450348168,0.0,ok
83,6.495856917232139,24658,25562,1.4144342259750013,1.4870738983154297,0.029131591320037842,0.09179484844207764,-0.6450147233071385,0.045043038568516894,ok
72,6.333228494052879,17291,12727,1.0042728172251683,0.9303767681121826,0.06341248750686646,0.16191253066062927,-0.6653942078136456,0.033616400796799555,ok
53,6.232722618974804,9910,7404,1.0193856836671031,0.1797642707824707,0.03684055805206299,0.1093328446149826,-0.6779889184055868,0.0,ok
176,6.183823647509021,4177,4282,1.3987109090962915,0.6033656597137451,0.0613325834274292,0.2001204490661621,-0.684116603910307,0.03445487978904452,ok
153,5.99550787999109,73820,69332,1.2814612021873757,0.7375967502593994,0.03249180316925049,0.10596415400505066,-0.7077150511647109,0.0,ok
10,5.913071516288996,1962,1062,0.7385353508186977,0.08211421966552734,0.01030421257019043,0.02271890640258789,-0.7180454138651337,0.10458585967252093,ok
125,5.70470330463969,3754,5755,2.0916876592281906,0.7607889175415039,0.05145418643951416,0.1363709568977356,-0.7441566966159655,0.007368598856527008,ok
109,5.575633208778315,1862,1553,1.1379876620777432,1.493110179901123,0.059085190296173096,0.1915292888879776,-0.7603308804851706,0.07522004307530367,ok
175,5.540823145229387,55741,45048,1.1026724729966884,0.5424792766571045,0.05080336332321167,0.10918885469436646,-0.7646930401673311,0.006623854323191036,ok
2,5.341721386398195,6978,7069,1.3822060544961496,0.20103669166564941,0.04065984487533569,0.1127503514289856,-0.7896431142687446,0.0,ok
155,5.059448229105561,11150,8423,1.0307128909844223,0.4272432327270508,0.03878706693649292,0.11427867412567139,-0.8250156606120559,0.0,ok
86,4.80752681060287,26272,33795,1.7551130272869293,-0.09271574020385742,0.0025266408920288086,-0.005907893180847168,-0.8565847341163458,0.0,ok
152,4.762686822494954,1641,498,0.414063106550786,0.30060911178588867,-0.002960681915283203,-0.021485701203346252,-0.8622037755179216,0.2343747573796856,ok
78,4.600055729195828,46524,23913,0.7012983082214173,0.45276498794555664,0.030167996883392334,0.08629561960697174,-0.882583594625634,0.1194806767114331,ok
108,4.563932917895411,11864,7046,0.8103213380511207,1.1666536331176758,0.05029296875,0.17562149465084076,-0.8871102589001617,0.11433775437091634,ok
20,4.481222646208627,1367,2601,2.5960772541041024,0.2644069194793701,0.03172588348388672,0.05090785026550293,-0.8974749458805662,0.0,ok
13,4.431382824459493,2757,2621,1.2971076756240998,0.29120147228240967,0.06309512257575989,0.15850627422332764,-0.9037205323241115,0.02616944839628821,ok
82,4.2513673600244735,79540,43970,0.7542523177613006,1.0133464336395264,0.08215296268463135,0.19306433200836182,-0.9262788422226299,0.16685569527208782,ok
102,4.224083900270232,79918,45920,0.7839765040407544,1.0235586166381836,0.03613638877868652,0.08783990144729614,-0.9296978192653611,0.09914480594268278,ok
71,4.1229033733268405,148032,83163,0.7665143950133955,0.9602205753326416,0.04747706651687622,0.1337415874004364,-0.9423770726264429,0.10453243775030764,ok
63,4.108849977152592,9246,8484,1.2519660299858404,0.14211225509643555,0.019895493984222412,0.04924356937408447,-0.9441381483596879,0.0,ok
61,4.1082872145899465,23016,28431,1.6854196807414572,0.34137535095214844,0.04854780435562134,0.1503065824508667,-0.9442086699247506,0.0074928025073151185,ok
73,4.005297957388228,29432,15721,0.7287963137516997,1.5029830932617188,0.037191033363342285,0.0914253294467926,-0.9571145810222563,0.15463340509427365,ok
79,3.955072709169918,23503,9018,0.5235193094797482,0.27399158477783203,-0.016743600368499756,-0.028783202171325684,-0.9634084664814561,0.1905922762081007,ok
92,3.9367746409766706,2212,1165,0.7185989481389059,0.12267303466796875,0.010137557983398438,0.029899857938289642,-0.9657014555540504,0.11256042074443764,ok
171,3.911336935732558,5843,7330,1.7116456581208717,-0.02771782875061035,0.012295782566070557,0.035856664180755615,-0.9688891352337091,0.0,ok
39,3.8775113206475593,4499,5401,1.6379625146270724,0.3716120719909668,0.005487024784088135,0.007898971438407898,-0.9731279305504906,0.0,ok
114,3.8332288844597002,3288,1627,0.6751519378131073,-0.632472038269043,-0.012136399745941162,-0.04478827491402626,-0.9786771033491847,0.12993922487475706,ok
107,3.7331758013533958,4058,3188,1.0718945047935902,0.8911018371582031,0.013113677501678467,0.05115078389644623,-0.9912150731402687,0.0035029940328000523,ok
51,3.6482528773782787,22240,17661,1.0834934295803738,0.30733633041381836,0.018642723560333252,0.01414528489112854,-1.001857034610254,0.0,ok
0,3.3789434701703316,1427,1484,1.418912786182097,0.651402473449707,0.009938538074493408,0.06359472870826721,-1.0356050522344629,0.0,ok
62,3.3759369708656886,15260,17594,1.5730981794557104,0.1646595001220703,-0.0075064897537231445,-0.0349082350730896,-1.0359818062163315,0.0,ok
124,3.3042493562417077,30893,22055,0.9740757961687309,0.8105316162109375,0.03925049304962158,0.11784693598747253,-1.0449652090125785,0.010369681532507658,ok
126,3.3020952190444133,2040,1703,1.139017128335181,-0.6544556617736816,-0.008666396141052246,-0.04121562838554382,-1.045235150790153,0.0,ok
77,3.292756138632786,80475,30494,0.51701028778857,0.18151283264160156,0.014501810073852539,0.05061104893684387,-1.0464054606341096,0.19319588488457198,ok
21,3.1485782747769298,2800,2718,1.324454964311435,0.2817387580871582,-0.0004559159278869629,-0.002893686294555664,-1.0644728469199183,0.0,ok
129,3.0454719403328157,44220,29287,0.9036534758095367,0.712094783782959,0.03208273649215698,0.10175862908363342,-1.0773934293387148,0.038538609676185324,ok
81,2.6963463517702513,7324,3964,0.7384669862729907,0.7926063537597656,0.024729132652282715,0.0660109743475914,-1.1211434662870117,0.10461320549080373,ok
140,2.5750402625496154,75765,42498,0.7653245398541966,0.4977126121520996,0.023115158081054688,0.06997925043106079,-1.136344717811734,0.09387018405832137,ok
168,2.4698737560788486,4066,6508,2.1838657860595148,-0.45116758346557617,-0.02938711643218994,-0.066253662109375,-1.149523466933971,0.0,ok
131,2.2670141976670553,33203,27274,1.1207720326716335,-0.08768844604492188,-0.009721815586090088,-0.029663443565368652,-1.1749444428423028,0.0,ok
145,2.076036723000367,2237,1610,0.981986837056085,-0.6026830673217773,-0.005878448486328125,-0.021952830255031586,-1.1988764370778464,0.0072052651775659894,ok
31,2.0602210098683886,7849,3658,0.6358799720770493,-0.18072128295898438,0.008081376552581787,0.01416034996509552,-1.2008583543493263,0.1456480111691803,ok
156,2.017847973685836,34122,30223,1.208506155852277,0.15098810195922852,0.01792454719543457,0.03151822090148926,-1.2061682541656957,0.0,ok
65,1.677225857203926,3207,2224,0.946197066819222,0.8408446311950684,0.04421013593673706,0.1599721759557724,-1.248852694005373,0.02736407283765813,ok
90,1.6740019552064969,7662,5379,0.9578669110465062,0.5718836784362793,0.032698631286621094,0.10613538324832916,-1.249256691409533,0.016853235581397508,ok
25,1.6348056625674703,56869,45012,1.0799371794423112,0.2130603790283203,0.0062680840492248535,0.014428645372390747,-1.2541685033974603,0.0,ok
44,1.3794575179510624,2834,1050,0.505516374419578,-0.3076810836791992,0.001320481300354004,-0.007418233901262283,-1.2861669908404538,0.19779345023216882,ok
58,1.3696844077082737,2283,1787,1.0679831862515008,0.4544649124145508,-0.003217339515686035,-0.008194227702915668,-1.2873916903418057,0.0,ok
119,1.29279532773206,2845,2840,1.36201485329264,-0.3585329055786133,-0.016768217086791992,-0.04592929780483246,-1.297026905290472,0.0,ok
91,1.1077532676408561,4255,3729,1.1957450545882957,0.15819597244262695,0.014432847499847412,0.030212342739105225,-1.3202151138640992,0.0,ok
113,0.9905983345836372,5007,2226,0.6065873414864745,0.050373077392578125,0.00417560338973999,0.010888328775763512,-1.3348961708185083,0.1573650634054102,ok
95,0.9259882413203582,49946,30330,0.828547615745714,-0.050917625427246094,0.007380366325378418,0.025931470096111298,-1.3429926669222159,0.0685809537017144,ok
7,,35,4,0.15593288763048532,,,,0.0,0.95,count_only
